Estimates of Group Quarter Population for Census Tracts,,,,,,,,,,,,,,,,,,,,,,,,
"Washington State Office of Financial Management, Small Area Estimate Program (SAEP)",,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,
By using these data the user agrees that the Washington State Office of Financial Management shall not be liable for any activity involving these data with regard to lost profits,,,,,,,,,,,,,,,,,,,,,,,,
"or savings or any other consequential damages; or the fitness for use of the data for a particular purpose; or the installation of the data, its use, or the results obtained.",,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates are approximations, use these data with caution. The estimates in these tables are typically presented for very small areas. To increase statistical stability,",,,,,,,,,,,,,,,,,,,,,,,,
"we recommend that users aggregate small area populations into larger geographic units of about 4,300 people, the size of the average census tract. Some changes",,,,,,,,,,,,,,,,,,,,,,,,
to the 2020 census data were made to ensure reliability. This table includes the 2020 census data from the Public Law 94-171 and OFM’s adjusted 2020 figures,,,,,,,,,,,,,,,,,,,,,,,,
so users can compare the values. All estimates are based on OFM adjusted figures. See the SAEP User Guide for more information.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
County Name,State Code FIPS,County Code FIPS,Census Tract Code,Census Tract Code Complete,SAEP Version,Estimated Group Quarters Population 2010,Estimated Group Quarters Population 2011,Estimated Group Quarters Population 2012,Estimated Group Quarters Population 2013,Estimated Group Quarters Population 2014,Estimated Group Quarters Population 2015,Estimated Group Quarters Population 2016,Estimated Group Quarters Population 2017,Estimated Group Quarters Population 2018,Estimated Group Quarters Population 2019,2020 Census (P.L. 94-171) Group Quarters Population,OFM Adjusted Group Quarter Population 2020,Estimated Group Quarter Population 2021,Estimated Group Quarter Population 2022,Estimated Group Quarter Population 2023,Estimated Group Quarter Population 2024,Estimated Group Quarter Population 2025,Numeric Change in Group Quarters Population 2020 to 2025,Percent Change in GQ Population 2020 to 2025
Pierce,53,053,071604,53053071604,"October 3, 2025",0,5,10,15,20,26,32,39,46,53,45,45,45,45,45,45,45,0,0.00%
Pierce,53,053,071703,53053071703,"October 3, 2025",122,141,123,147,161,182,190,204,214,239,196,196,185,291,291,291,294,98,49.90%
Pierce,53,053,071704,53053071704,"October 3, 2025",16,16,17,17,18,19,19,20,20,21,16,16,16,16,16,16,16,0,0.00%
Pierce,53,053,071705,53053071705,"October 3, 2025",80,74,68,62,56,49,41,33,24,15,4,4,4,4,4,4,4,0,0.00%
Pierce,53,053,071706,53053071706,"October 3, 2025",11,10,9,8,7,6,5,4,3,1,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,071707,53053071707,"October 3, 2025",14,18,22,27,31,37,42,48,54,60,49,49,49,49,49,49,49,0,0.00%
Pierce,53,053,071803,53053071803,"October 3, 2025",20,20,20,21,21,21,21,21,21,21,16,16,16,16,16,16,16,0,0.00%
Pierce,53,053,071805,53053071805,"October 3, 2025",83,84,85,86,87,89,87,101,102,103,77,77,77,77,75,77,77,0,0.00%
Pierce,53,053,071806,53053071806,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,071807,53053071807,"October 3, 2025",24,25,25,26,26,27,28,29,30,30,23,23,23,23,22,23,23,0,0.00%
Pierce,53,053,071808,53053071808,"October 3, 2025",33,31,28,25,22,19,16,12,8,4,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,071901,53053071901,"October 3, 2025",47,48,49,50,51,53,54,56,57,58,44,44,44,44,43,44,44,0,0.00%
Pierce,53,053,071902,53053071902,"October 3, 2025",6,7,9,10,12,14,16,18,20,22,18,18,18,18,17,18,18,0,0.00%
Pierce,53,053,072000,53053072000,"October 3, 2025",4,4,3,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,072105,53053072105,"October 3, 2025",932,903,934,991,"1,049","1,096","1,142","1,175","1,164","1,234",871,871,813,785,754,783,799,-72,-8.27%
Pierce,53,053,072106,53053072106,"October 3, 2025",92,88,82,78,74,22,21,21,20,20,14,14,14,14,14,14,14,0,0.00%
Pierce,53,053,072107,53053072107,"October 3, 2025",5,7,10,12,15,18,20,24,27,30,25,25,25,25,24,25,25,0,0.00%
Pierce,53,053,072108,53053072108,"October 3, 2025",15,16,16,17,18,19,20,21,22,23,18,18,18,18,17,18,18,0,0.00%
Pierce,53,053,072109,53053072109,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,072111,53053072111,"October 3, 2025",7,8,9,10,11,12,13,15,16,17,14,14,14,14,14,14,14,0,0.00%
Pierce,53,053,072112,53053072112,"October 3, 2025",11,12,14,15,17,19,20,22,24,26,21,21,21,21,20,21,21,0,0.00%
Pierce,53,053,072305,53053072305,"October 3, 2025",33,32,31,30,29,29,27,26,25,23,16,16,16,16,16,16,16,0,0.00%
Pierce,53,053,072307,53053072307,"October 3, 2025",6,7,8,9,9,11,12,13,14,15,12,12,12,12,12,12,12,0,0.00%
Pierce,53,053,072309,53053072309,"October 3, 2025",15,16,18,20,21,23,25,27,29,31,25,25,25,25,25,25,25,0,0.00%
Pierce,53,053,072310,53053072310,"October 3, 2025",36,37,39,41,42,44,46,48,50,52,40,40,40,40,40,40,40,0,0.00%
Pierce,53,053,072311,53053072311,"October 3, 2025",47,43,45,44,58,56,63,64,60,64,48,48,40,40,51,48,48,0,0.00%
Pierce,53,053,072312,53053072312,"October 3, 2025",109,117,142,152,148,166,168,148,180,207,162,162,142,122,122,123,164,2,1.19%
Pierce,53,053,072313,53053072313,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,072314,53053072314,"October 3, 2025",96,91,99,90,97,99,96,68,86,106,80,80,55,61,70,70,70,-10,-12.50%
Pierce,53,053,072315,53053072315,"October 3, 2025",6,6,6,7,7,7,7,7,8,8,6,6,6,6,6,6,6,0,0.00%
Pierce,53,053,072405,53053072405,"October 3, 2025",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0.00%
Pierce,53,053,072406,53053072406,"October 3, 2025",11,26,42,60,78,98,118,161,183,206,175,175,180,177,171,174,172,-3,-1.71%
Pierce,53,053,072407,53053072407,"October 3, 2025",168,164,160,157,152,149,143,138,132,125,87,87,87,87,87,87,87,0,0.00%
Pierce,53,053,072408,53053072408,"October 3, 2025",141,138,141,132,163,199,213,193,213,235,147,147,143,143,162,164,166,19,12.93%
Pierce,53,053,072409,53053072409,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,072410,53053072410,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,072503,53053072503,"October 3, 2025",12,12,12,11,11,11,11,11,10,10,7,7,7,7,7,7,7,0,0.00%
Pierce,53,053,072504,53053072504,"October 3, 2025",827,890,903,982,"1,048","1,015","1,071","1,154","1,246","1,193",883,883,673,540,593,647,582,-301,-34.09%
Pierce,53,053,072506,53053072506,"October 3, 2025",5,5,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,072507,53053072507,"October 3, 2025",6,9,12,15,18,22,25,29,33,37,31,31,31,31,31,31,31,0,0.00%
Pierce,53,053,072508,53053072508,"October 3, 2025",4,5,7,9,10,12,14,16,18,21,17,17,17,17,17,17,17,0,0.00%
Pierce,53,053,072509,53053072509,"October 3, 2025",8,12,16,20,25,30,35,40,53,59,49,49,49,49,49,49,49,0,0.00%
Pierce,53,053,072601,53053072601,"October 3, 2025",17,17,17,18,18,18,18,18,19,19,14,14,14,14,14,14,14,0,0.00%
Pierce,53,053,072602,53053072602,"October 3, 2025",0,1,3,5,6,8,10,12,14,17,14,14,14,14,14,14,14,0,0.00%
Pierce,53,053,072603,53053072603,"October 3, 2025","1,427",312,339,364,385,418,427,457,457,456,348,348,325,309,287,299,291,-57,-16.38%
Pierce,53,053,072801,53053072801,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,072802,53053072802,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,072901,53053072901,"October 3, 2025",337,793,783,667,699,564,639,580,650,667,531,531,539,507,506,496,497,-34,-6.37%
Pierce,53,053,072903,53053072903,"October 3, 2025","1,050","2,551","2,605","2,335","2,529","2,215","2,555","2,487","2,825","3,002","3,012","3,012","3,059","2,877","2,869","2,816","2,821",-191,-6.33%
Pierce,53,053,072907,53053072907,"October 3, 2025",334,738,677,509,483,286,297,169,169,111,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,072908,53053072908,"October 3, 2025",298,672,632,497,490,332,360,266,285,255,"3,055","3,055","3,103","2,918","2,909","2,855","2,861",-194,-6.37%
Pierce,53,053,072909,53053072909,"October 3, 2025","1,321","3,007","2,861","2,294","2,299","1,636","1,799","1,422","1,549","1,459","1,680","1,680","1,706","1,605","1,600","1,570","1,573",-107,-6.37%
Pierce,53,053,073001,53053073001,"October 3, 2025",64,60,56,52,48,43,38,33,27,20,10,10,10,10,10,10,10,0,0.00%
Pierce,53,053,073005,53053073005,"October 3, 2025",6,7,8,9,9,11,12,13,14,15,12,12,12,12,12,12,12,0,0.00%
Pierce,53,053,073006,53053073006,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,073110,53053073110,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,073111,53053073111,"October 3, 2025",18,18,19,19,20,20,21,21,22,22,17,17,17,17,17,17,17,0,0.00%
Pierce,53,053,073114,53053073114,"October 3, 2025",10,9,8,8,7,6,5,4,3,1,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,073115,53053073115,"October 3, 2025",18,19,19,20,20,21,22,22,23,24,18,18,18,18,18,18,18,0,0.00%
Pierce,53,053,073116,53053073116,"October 3, 2025",21,22,24,26,27,29,31,33,35,37,29,29,29,29,29,29,29,0,0.00%
Pierce,53,053,073117,53053073117,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,073118,53053073118,"October 3, 2025",4,4,4,3,3,3,3,2,2,2,1,1,1,1,1,1,1,0,0.00%
Pierce,53,053,073119,53053073119,"October 3, 2025",15,14,13,11,10,9,7,6,4,2,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,073120,53053073120,"October 3, 2025",6,6,5,5,4,4,3,2,2,1,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,073121,53053073121,"October 3, 2025",0,5,11,17,23,30,37,45,53,61,52,52,52,52,52,52,52,0,0.00%
Pierce,53,053,073122,53053073122,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,073123,53053073123,"October 3, 2025",10,10,9,9,8,8,7,6,6,5,3,3,3,3,3,3,3,0,0.00%
Pierce,53,053,073124,53053073124,"October 3, 2025",11,12,14,16,17,19,21,23,25,27,22,22,22,22,22,22,22,0,0.00%
Pierce,53,053,073126,53053073126,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,073127,53053073127,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,073128,53053073128,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,073129,53053073129,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,073130,53053073130,"October 3, 2025",41,38,35,31,28,24,20,15,10,5,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,073131,53053073131,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,073132,53053073132,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,073133,53053073133,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,073200,53053073200,"October 3, 2025",14,13,12,11,9,8,7,5,4,2,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,073301,53053073301,"October 3, 2025",3,7,11,16,20,56,62,69,76,83,78,78,91,91,91,91,91,13,16.67%
Pierce,53,053,073302,53053073302,"October 3, 2025",3,5,8,10,13,16,19,23,26,30,25,25,25,25,25,25,25,0,0.00%
Pierce,53,053,073404,53053073404,"October 3, 2025",240,236,227,217,226,221,202,219,205,198,160,160,127,128,127,125,128,-32,-20.00%
Pierce,53,053,073405,53053073405,"October 3, 2025",257,242,235,222,227,212,218,214,201,188,132,132,148,168,171,171,172,40,30.30%
Pierce,53,053,073406,53053073406,"October 3, 2025",103,108,115,145,146,147,159,157,221,199,163,163,157,156,152,148,146,-17,-10.43%
Pierce,53,053,073407,53053073407,"October 3, 2025",87,95,108,115,128,143,154,172,185,197,196,196,196,193,194,190,193,-3,-1.53%
Pierce,53,053,073408,53053073408,"October 3, 2025",6,6,5,5,4,4,4,3,3,2,1,1,1,1,1,1,1,0,0.00%
Pierce,53,053,073501,53053073501,"October 3, 2025",0,1,2,3,4,5,6,8,9,11,9,9,9,9,9,9,9,0,0.00%
Pierce,53,053,073502,53053073502,"October 3, 2025",11,12,12,13,14,15,15,16,17,18,14,14,14,14,14,14,14,0,0.00%
Pierce,53,053,940001,53053940001,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,940002,53053940002,"October 3, 2025",98,89,92,86,73,70,46,52,43,35,22,22,20,27,20,19,19,-3,-13.67%
Pierce,53,053,940004,53053940004,"October 3, 2025",26,27,28,29,30,31,32,33,34,35,27,27,27,27,27,27,27,0,0.00%
Pierce,53,053,940005,53053940005,"October 3, 2025",5,6,7,8,9,10,11,12,14,15,12,12,12,12,12,12,12,0,-0.07%
Pierce,53,053,940006,53053940006,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,940007,53053940007,"October 3, 2025",0,7,14,21,29,38,47,56,66,77,98,98,134,134,132,132,133,35,35.62%
Pierce,53,053,940008,53053940008,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,940009,53053940009,"October 3, 2025",11,9,7,4,2,0,0,68,67,66,48,48,48,48,48,48,48,0,0.00%
Pierce,53,053,940010,53053940010,"October 3, 2025",5,6,7,8,9,11,12,13,15,16,13,13,13,13,13,13,13,0,0.00%
Pierce,53,053,940011,53053940011,"October 3, 2025",10,11,13,14,16,18,19,21,23,25,20,20,20,20,20,20,20,0,-0.06%
Pierce,53,053,940012,53053940012,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Pierce,53,053,940013,53053940013,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
San Juan,53,055,960101,53055960101,"October 3, 2025",8,11,13,15,17,19,21,22,21,22,37,37,37,37,37,37,37,0,0.00%
San Juan,53,055,960102,53055960102,"October 3, 2025",3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0.00%
San Juan,53,055,960103,53055960103,"October 3, 2025",11,10,10,9,8,8,7,6,5,5,7,7,7,7,7,7,7,0,0.00%
San Juan,53,055,960301,53055960301,"October 3, 2025",4,4,4,4,4,4,4,4,3,3,5,5,5,5,5,5,5,0,0.00%
San Juan,53,055,960302,53055960302,"October 3, 2025",63,56,49,42,35,30,24,18,12,8,6,6,6,6,6,6,6,0,0.00%
San Juan,53,055,960400,53055960400,"October 3, 2025",85,55,52,52,54,61,56,51,26,27,46,46,46,46,46,46,46,0,0.00%
San Juan,53,055,960501,53055960501,"October 3, 2025",6,6,5,5,5,4,4,4,3,3,4,4,4,4,4,4,4,0,0.00%
San Juan,53,055,960502,53055960502,"October 3, 2025",7,8,8,9,9,10,10,10,10,10,16,16,16,16,16,16,16,0,0.00%
San Juan,53,055,990100,53055990100,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,940201,53057940201,"October 3, 2025",9,8,7,6,5,5,4,3,2,1,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,940301,53057940301,"October 3, 2025",3,3,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,940302,53057940302,"October 3, 2025",2,3,3,4,4,5,5,6,7,8,7,7,7,7,7,7,7,0,0.00%
Skagit,53,057,940401,53057940401,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,940402,53057940402,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,940403,53057940403,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,940500,53057940500,"October 3, 2025",92,86,79,73,85,76,69,59,53,43,28,28,0,0,0,0,0,-28,-100.00%
Skagit,53,057,940600,53057940600,"October 3, 2025",0,3,7,10,14,17,22,25,31,36,34,34,67,67,67,50,65,31,91.94%
Skagit,53,057,940700,53057940700,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,940801,53057940801,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,940802,53057940802,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,950100,53057950100,"October 3, 2025",0,2,4,7,9,11,14,16,20,23,24,24,24,24,24,23,24,0,-1.08%
Skagit,53,057,950801,53057950801,"October 3, 2025",33,32,31,30,29,28,28,27,28,27,22,22,22,22,22,22,22,0,0.00%
Skagit,53,057,950802,53057950802,"October 3, 2025",8,7,6,6,5,4,3,3,2,1,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,950803,53057950803,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,950900,53057950900,"October 3, 2025",484,434,384,334,281,232,186,32,46,102,293,293,158,169,204,227,282,-11,-3.75%
Skagit,53,057,951000,53057951000,"October 3, 2025",6,5,5,4,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,951101,53057951101,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,951102,53057951102,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,951200,53057951200,"October 3, 2025",4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,0.00%
Skagit,53,057,951300,53057951300,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,951400,53057951400,"October 3, 2025",81,78,67,58,55,52,51,45,48,44,33,33,22,23,28,31,33,0,0.00%
Skagit,53,057,951501,53057951501,"October 3, 2025",0,3,7,10,13,17,21,24,30,34,33,33,20,22,27,31,33,0,0.00%
Skagit,53,057,951502,53057951502,"October 3, 2025",110,92,91,97,101,102,110,106,96,104,90,90,52,54,62,56,76,-14,-15.56%
Skagit,53,057,951503,53057951503,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,951600,53057951600,"October 3, 2025",6,6,6,6,6,7,7,7,8,8,7,7,7,7,7,7,7,0,0.00%
Skagit,53,057,951700,53057951700,"October 3, 2025",108,111,118,133,115,135,136,154,174,184,151,151,137,137,135,137,125,-26,-17.18%
Skagit,53,057,951800,53057951800,"October 3, 2025",0,14,28,43,57,72,90,104,129,146,143,143,142,142,142,142,142,-1,-0.74%
Skagit,53,057,951900,53057951900,"October 3, 2025",7,10,14,18,21,25,30,33,40,42,39,39,39,39,39,39,39,0,0.00%
Skagit,53,057,952100,53057952100,"October 3, 2025",2,3,4,5,6,7,8,9,11,12,11,11,11,11,11,11,11,0,0.00%
Skagit,53,057,952200,53057952200,"October 3, 2025",34,36,39,41,43,46,50,52,58,61,61,61,61,61,61,61,61,0,0.00%
Skagit,53,057,952301,53057952301,"October 3, 2025",110,112,132,134,132,140,150,149,166,168,131,131,123,135,130,130,142,11,8.40%
Skagit,53,057,952303,53057952303,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,952304,53057952304,"October 3, 2025",2,2,2,1,1,1,1,1,10,5,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,952401,53057952401,"October 3, 2025",13,13,12,12,12,11,11,11,11,11,15,15,15,15,15,15,15,0,0.00%
Skagit,53,057,952403,53057952403,"October 3, 2025",5,6,8,9,10,12,14,15,18,19,18,18,18,18,18,18,18,0,0.00%
Skagit,53,057,952404,53057952404,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,952405,53057952405,"October 3, 2025",168,153,138,120,102,83,75,51,199,183,142,142,142,142,142,142,142,0,0.00%
Skagit,53,057,952500,53057952500,"October 3, 2025",305,295,278,274,257,244,244,229,84,71,54,54,54,54,54,54,54,0,0.00%
Skagit,53,057,952600,53057952600,"October 3, 2025",2,2,2,1,1,1,1,1,171,155,124,124,124,124,124,124,124,0,0.00%
Skagit,53,057,952700,53057952700,"October 3, 2025",30,27,24,21,18,15,13,9,7,3,0,0,0,0,0,0,0,0,0.00%
Skagit,53,057,990100,53057990100,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Skamania,53,059,950100,53059950100,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Skamania,53,059,950200,53059950200,"October 3, 2025",0,1,2,3,4,5,6,7,8,9,418,10,10,10,10,10,10,0,0.00%
Skamania,53,059,950300,53059950300,"October 3, 2025",25,29,28,30,34,35,34,31,32,35,40,40,49,49,53,71,64,24,60.00%
Skamania,53,059,950400,53059950400,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Skamania,53,059,950500,53059950500,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,040100,53061040100,"October 3, 2025","1,464","1,432","1,370","1,256","1,066",607,509,674,725,584,193,623,523,668,600,583,537,-86,-13.79%
Snohomish,53,061,040200,53061040200,"October 3, 2025",76,75,78,79,79,46,35,17,31,21,21,21,24,24,20,23,23,2,7.57%
Snohomish,53,061,040300,53061040300,"October 3, 2025",2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,040400,53061040400,"October 3, 2025",113,104,94,85,76,69,59,51,41,31,545,115,139,281,327,186,57,-58,-50.30%
Snohomish,53,061,040500,53061040500,"October 3, 2025",35,35,43,44,30,32,33,47,48,41,41,41,27,27,30,28,28,-14,-32.93%
Snohomish,53,061,040700,53061040700,"October 3, 2025","1,483","1,379","1,411","1,305","1,122","1,056",887,744,722,563,466,466,206,191,254,316,310,-156,-33.40%
Snohomish,53,061,040800,53061040800,"October 3, 2025",290,274,259,283,272,286,261,173,193,155,224,224,150,189,185,260,253,29,13.12%
Snohomish,53,061,040900,53061040900,"October 3, 2025",25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,0,-1.78%
Snohomish,53,061,041000,53061041000,"October 3, 2025",65,66,65,66,69,71,74,78,78,79,94,94,93,91,94,96,94,0,0.31%
Snohomish,53,061,041100,53061041100,"October 3, 2025",26,29,36,39,41,53,52,47,41,56,57,57,115,122,112,82,112,55,96.43%
Snohomish,53,061,041201,53061041201,"October 3, 2025",16,16,16,16,16,16,16,16,16,17,16,16,16,16,16,16,16,0,-1.79%
Snohomish,53,061,041202,53061041202,"October 3, 2025",8,14,19,25,30,37,42,48,54,60,64,64,63,64,63,64,63,-1,-1.78%
Snohomish,53,061,041301,53061041301,"October 3, 2025",20,19,18,17,16,15,14,13,12,11,10,10,10,10,10,10,10,0,0.00%
Snohomish,53,061,041303,53061041303,"October 3, 2025",0,0,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,0,-1.78%
Snohomish,53,061,041304,53061041304,"October 3, 2025",24,23,22,21,21,21,20,19,18,17,16,16,16,16,16,16,16,0,-1.79%
Snohomish,53,061,041400,53061041400,"October 3, 2025",83,85,83,84,93,95,140,148,154,157,155,155,138,149,145,136,150,-5,-3.05%
Snohomish,53,061,041500,53061041500,"October 3, 2025",79,74,68,63,58,55,49,44,38,33,27,27,27,27,27,27,27,0,-1.79%
Snohomish,53,061,041601,53061041601,"October 3, 2025",35,32,29,26,23,21,18,15,12,9,7,7,7,7,7,7,7,0,-1.79%
Snohomish,53,061,041605,53061041605,"October 3, 2025",8,7,7,6,5,5,4,3,2,2,1,1,1,1,1,1,1,0,0.00%
Snohomish,53,061,041606,53061041606,"October 3, 2025",199,195,195,189,197,226,219,236,242,227,225,225,180,240,238,235,268,43,19.02%
Snohomish,53,061,041607,53061041607,"October 3, 2025",4,5,5,6,7,8,8,9,10,11,11,11,11,11,11,11,11,0,0.00%
Snohomish,53,061,041609,53061041609,"October 3, 2025",4,4,5,5,6,6,7,7,7,8,8,8,8,8,8,8,8,0,0.00%
Snohomish,53,061,041610,53061041610,"October 3, 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
Snohomish,53,061,041701,53061041701,"October 3, 2025",37,45,54,62,70,80,89,97,105,115,120,120,118,120,119,120,118,-2,-1.64%
Snohomish,53,061,041703,53061041703,"October 3, 2025",28,28,28,27,27,27,27,27,27,27,26,26,26,26,26,26,26,0,0.00%
Snohomish,53,061,041704,53061041704,"October 3, 2025",9,13,16,20,24,28,32,36,39,44,46,46,46,46,46,46,46,0,0.00%
Snohomish,53,061,041805,53061041805,"October 3, 2025",45,45,45,45,45,46,46,46,46,47,59,59,58,59,59,59,58,-1,-1.79%
Snohomish,53,061,041808,53061041808,"October 3, 2025",29,35,42,49,55,62,69,76,82,90,94,94,94,94,94,94,94,0,-0.17%
Snohomish,53,061,041809,53061041809,"October 3, 2025",6,6,5,5,4,4,3,3,2,2,1,1,1,1,1,1,1,0,0.00%
Snohomish,53,061,041810,53061041810,"October 3, 2025",0,2,5,7,10,12,15,17,19,22,24,24,24,24,24,24,24,0,0.00%
Snohomish,53,061,041812,53061041812,"October 3, 2025",8,11,15,18,21,25,28,32,35,39,41,41,41,41,41,41,41,0,0.00%
Snohomish,53,061,041813,53061041813,"October 3, 2025",1,3,4,6,8,10,11,13,15,17,18,18,18,18,18,18,18,0,0.00%
Snohomish,53,061,041814,53061041814,"October 3, 2025",20,20,19,19,18,18,18,18,17,17,16,16,16,16,16,16,16,0,-1.78%
Snohomish,53,061,041815,53061041815,"October 3, 2025",14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0.00%
Snohomish,53,061,041816,53061041816,"October 3, 2025",12,12,12,13,13,13,13,14,14,14,14,14,14,14,14,14,14,0,0.00%
Snohomish,53,061,041901,53061041901,"October 3, 2025",39,38,38,38,37,37,37,36,35,36,34,34,34,34,34,34,34,0,0.00%
